"Date","Time (LST/LDT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2012/02/21","13:42","0.966","-","0.795"
"2012/02/21","13:48","0.918","-","0.73"
"2012/02/21","13:54","0.87","-","0.687"
"2012/02/21","14:00","0.821","-","0.654"
"2012/02/21","14:06","0.773","-","0.612"
"2012/02/21","14:12","0.726","-","0.57"
"2012/02/21","14:18","0.678","-","0.515"
"2012/02/21","14:24","0.632","-","0.459"
"2012/02/21","14:30","0.586","-","0.39"
"2012/02/21","14:36","0.54","-","0.339"
"2012/02/21","14:42","0.496","-","0.307"
"2012/02/21","14:48","0.453","-","0.264"
"2012/02/21","14:54","0.411","-","0.232"
"2012/02/21","15:00","0.371","-","0.197"
"2012/02/21","15:06","0.332","-","0.157"
"2012/02/21","15:12","0.294","-","0.143"
"2012/02/21","15:18","0.258","-","0.108"
"2012/02/21","15:24","0.224","-","0.064"
"2012/02/21","15:30","0.191","-","0.041"
"2012/02/21","15:36","0.16","-","0.016"
"2012/02/21","15:42","0.131","-","-0.018"
"2012/02/21","15:48","0.104","-","-0.06"
"2012/02/21","15:54","0.079","-","-0.074"
"2012/02/21","16:00","0.056","-","-0.102"
"2012/02/21","16:06","0.035","-","-0.14"
"2012/02/21","16:12","0.016","-","-0.136"
"2012/02/21","16:18","-0.002","-","-0.152"
"2012/02/21","16:24","-0.017","-","-0.186"
"2012/02/21","16:30","-0.03","-","-0.211"
"2012/02/21","16:36","-0.041","-","-0.22"
"2012/02/21","16:42","-0.05","-","-0.234"
"2012/02/21","16:48","-0.057","-","-0.237"
"2012/02/21","16:54","-0.062","-","-0.232"
"2012/02/21","17:00","-0.064","-","-0.218"
"2012/02/21","17:06","-0.065","-","-0.238"
"2012/02/21","17:12","-0.064","-","-0.233"
"2012/02/21","17:18","-0.061","-","-0.218"
"2012/02/21","17:24","-0.057","-","-0.219"
"2012/02/21","17:30","-0.05","-","-0.209"
"2012/02/21","17:36","-0.041","-","-0.218"
"2012/02/21","17:42","-0.031","-","-0.195"
"2012/02/21","17:48","-0.019","-","-0.188"
"2012/02/21","17:54","-0.005","-","-0.193"
"2012/02/21","18:00","0.011","-","-0.18"
"2012/02/21","18:06","0.028","-","-0.154"
"2012/02/21","18:12","0.047","-","-0.133"
"2012/02/21","18:18","0.068","-","-0.109"
"2012/02/21","18:24","0.089","-","-0.071"
"2012/02/21","18:30","0.113","-","-0.05"
"2012/02/21","18:36","0.137","-","-0.028"
"2012/02/21","18:42","0.163","-","0.006"
"2012/02/21","18:48","0.19","-","0.005"
"2012/02/21","18:54","0.218","-","0.036"
"2012/02/21","19:00","0.247","-","0.075"
"2012/02/21","19:06","0.278","-","0.101"
"2012/02/21","19:12","0.309","-","0.148"
"2012/02/21","19:18","0.341","-","0.187"
"2012/02/21","19:24","0.373","-","0.214"
"2012/02/21","19:30","0.407","-","0.267"
"2012/02/21","19:36","0.441","-","0.295"
"2012/02/21","19:42","0.475","-","0.333"
"2012/02/21","19:48","0.511","-","0.353"
"2012/02/21","19:54","0.546","-","0.404"
"2012/02/21","20:00","0.582","-","0.445"
"2012/02/21","20:06","0.618","-","0.489"
"2012/02/21","20:12","0.655","-","0.513"
"2012/02/21","20:18","0.692","-","0.555"
"2012/02/21","20:24","0.729","-","0.583"
"2012/02/21","20:30","0.766","-","0.631"
"2012/02/21","20:36","0.803","-","0.674"
"2012/02/21","20:42","0.841","-","0.718"
"2012/02/21","20:48","0.878","-","0.75"
"2012/02/21","20:54","0.915","-","0.788"
"2012/02/21","21:00","0.952","-","0.81"
"2012/02/21","21:06","0.989","-","0.852"
"2012/02/21","21:12","1.026","-","0.883"
"2012/02/21","21:18","1.062","-","0.918"
"2012/02/21","21:24","1.099","-","0.951"
"2012/02/21","21:30","1.134","-","1.001"
"2012/02/21","21:36","1.169","-","1.037"
"2012/02/21","21:42","1.204","-","1.048"
"2012/02/21","21:48","1.238","-","1.097"
"2012/02/21","21:54","1.271","-","1.113"
"2012/02/21","22:00","1.303","-","1.129"
"2012/02/21","22:06","1.335","-","1.182"
"2012/02/21","22:12","1.365","-","1.212"
"2012/02/21","22:18","1.395","-","1.229"
"2012/02/21","22:24","1.423","-","1.263"
"2012/02/21","22:30","1.45","-","1.299"
"2012/02/21","22:36","1.475","-","1.326"
"2012/02/21","22:42","1.499","-","1.341"
"2012/02/21","22:48","1.522","-","1.356"
"2012/02/21","22:54","1.543","-","1.381"
"2012/02/21","23:00","1.562","-","1.38"
"2012/02/21","23:06","1.58","-","1.379"
"2012/02/21","23:12","1.595","-","1.398"
"2012/02/21","23:18","1.609","-","1.421"
"2012/02/21","23:24","1.621","-","1.432"
"2012/02/21","23:30","1.63","-","1.432"
"2012/02/21","23:36","1.638","-","1.466"
"2012/02/21","23:42","1.644","-","1.483"
"2012/02/21","23:48","1.647","-","1.465"
"2012/02/21","23:54","1.649","-","1.465"
"2012/02/22","00:00","1.648","-","1.466"
"2012/02/22","00:06","1.646","-","1.458"
"2012/02/22","00:12","1.641","-","1.455"
"2012/02/22","00:18","1.634","-","1.464"
"2012/02/22","00:24","1.625","-","1.447"
"2012/02/22","00:30","1.614","-","1.436"
"2012/02/22","00:36","1.601","-","1.429"
"2012/02/22","00:42","1.586","-","1.412"
"2012/02/22","00:48","1.569","-","1.374"
"2012/02/22","00:54","1.55","-","1.355"
"2012/02/22","01:00","1.53","-","1.345"
"2012/02/22","01:06","1.507","-","1.31"
"2012/02/22","01:12","1.483","-","1.298"
"2012/02/22","01:18","1.458","-","1.298"
"2012/02/22","01:24","1.431","-","1.267"
"2012/02/22","01:30","1.403","-","1.233"
"2012/02/22","01:36","1.373","-","1.203"
"2012/02/22","01:42","1.342","-","1.172"
"2012/02/22","01:48","1.311","-","1.144"
"2012/02/22","01:54","1.278","-","1.114"
"2012/02/22","02:00","1.244","-","1.065"
"2012/02/22","02:06","1.21","-","1.042"
"2012/02/22","02:12","1.175","-","1.011"
"2012/02/22","02:18","1.14","-","0.97"
"2012/02/22","02:24","1.105","-","0.931"
"2012/02/22","02:30","1.069","-","0.91"
"2012/02/22","02:36","1.033","-","0.863"
"2012/02/22","02:42","0.998","-","0.806"
"2012/02/22","02:48","0.962","-","0.782"
"2012/02/22","02:54","0.927","-","0.745"
"2012/02/22","03:00","0.893","-","0.725"
"2012/02/22","03:06","0.859","-","0.663"
"2012/02/22","03:12","0.825","-","0.635"
"2012/02/22","03:18","0.793","-","0.595"
"2012/02/22","03:24","0.762","-","0.573"
"2012/02/22","03:30","0.731","-","0.553"
"2012/02/22","03:36","0.702","-","0.522"
"2012/02/22","03:42","0.674","-","0.487"
"2012/02/22","03:48","0.647","-","0.46"
"2012/02/22","03:54","0.622","-","0.412"
"2012/02/22","04:00","0.598","-","0.395"
"2012/02/22","04:06","0.575","-","0.367"
"2012/02/22","04:12","0.554","-","0.351"
"2012/02/22","04:18","0.535","-","0.335"
"2012/02/22","04:24","0.517","-","0.334"
"2012/02/22","04:30","0.501","-","0.308"
"2012/02/22","04:36","0.487","-","0.303"
"2012/02/22","04:42","0.474","-","0.287"
"2012/02/22","04:48","0.463","-","0.279"
"2012/02/22","04:54","0.454","-","0.296"
"2012/02/22","05:00","0.446","-","0.29"
"2012/02/22","05:06","0.441","-","0.272"
"2012/02/22","05:12","0.437","-","0.264"
"2012/02/22","05:18","0.434","-","0.282"
"2012/02/22","05:24","0.434","-","0.263"
"2012/02/22","05:30","0.435","-","0.265"
"2012/02/22","05:36","0.438","-","0.289"
"2012/02/22","05:42","0.442","-","0.293"
"2012/02/22","05:48","0.449","-","0.286"
"2012/02/22","05:54","0.457","-","0.299"
"2012/02/22","06:00","0.466","-","0.307"
"2012/02/22","06:06","0.477","-","0.318"
"2012/02/22","06:12","0.49","-","0.333"
"2012/02/22","06:18","0.504","-","0.376"
"2012/02/22","06:24","0.52","-","0.39"
"2012/02/22","06:30","0.537","-","0.4"
"2012/02/22","06:36","0.555","-","0.425"
"2012/02/22","06:42","0.575","-","0.436"
"2012/02/22","06:48","0.596","-","0.451"
"2012/02/22","06:54","0.618","-","0.489"
"2012/02/22","07:00","0.642","-","0.507"
"2012/02/22","07:06","0.666","-","0.536"
"2012/02/22","07:12","0.692","-","0.57"
"2012/02/22","07:18","0.718","-","0.591"
"2012/02/22","07:24","0.745","-","0.627"
"2012/02/22","07:30","0.773","-","0.659"
"2012/02/22","07:36","0.801","-","0.669"
"2012/02/22","07:42","0.83","-","0.711"
"2012/02/22","07:48","0.86","-","0.745"
"2012/02/22","07:54","0.89","-","0.77"
"2012/02/22","08:00","0.921","-","0.806"
"2012/02/22","08:06","0.951","-","0.829"
"2012/02/22","08:12","0.982","-","0.851"
"2012/02/22","08:18","1.013","-","0.885"
"2012/02/22","08:24","1.044","-","0.915"
"2012/02/22","08:30","1.076","-","0.965"
"2012/02/22","08:36","1.107","-","1.01"
"2012/02/22","08:42","1.138","-","1.038"
"2012/02/22","08:48","1.169","-","1.062"
"2012/02/22","08:54","1.199","-","1.09"
"2012/02/22","09:00","1.23","-","1.108"
"2012/02/22","09:06","1.26","-","1.139"
"2012/02/22","09:12","1.289","-","1.172"
"2012/02/22","09:18","1.319","-","1.207"
"2012/02/22","09:24","1.347","-","1.228"
"2012/02/22","09:30","1.376","-","1.269"
"2012/02/22","09:36","1.403","-","1.27"
"2012/02/22","09:42","1.43","-","1.298"
"2012/02/22","09:48","1.456","-","1.334"
"2012/02/22","09:54","1.481","-","1.357"
"2012/02/22","10:00","1.506","-","1.389"
"2012/02/22","10:06","1.529","-","1.407"
"2012/02/22","10:12","1.551","-","1.419"
"2012/02/22","10:18","1.573","-","1.428"
"2012/02/22","10:24","1.593","-","1.431"
"2012/02/22","10:30","1.612","-","1.459"
"2012/02/22","10:36","1.629","-","1.487"
"2012/02/22","10:42","1.645","-","1.513"
"2012/02/22","10:48","1.659","-","1.553"
"2012/02/22","10:54","1.672","-","1.544"
"2012/02/22","11:00","1.683","-","1.541"
"2012/02/22","11:06","1.693","-","1.567"
"2012/02/22","11:12","1.7","-","1.568"
"2012/02/22","11:18","1.706","-","1.581"
"2012/02/22","11:24","1.71","-","1.593"
"2012/02/22","11:30","1.712","-","1.585"
"2012/02/22","11:36","1.712","-","1.587"
"2012/02/22","11:42","1.709","-","1.615"
"2012/02/22","11:48","1.705","-","1.584"
"2012/02/22","11:54","1.699","-","1.594"
"2012/02/22","12:00","1.69","-","1.597"
"2012/02/22","12:06","1.679","-","1.589"
"2012/02/22","12:12","1.666","-","1.559"
"2012/02/22","12:18","1.652","-","1.527"
"2012/02/22","12:24","1.635","-","1.522"
"2012/02/22","12:30","1.615","-","1.507"
"2012/02/22","12:36","1.594","-","1.497"
"2012/02/22","12:42","1.571","-","1.463"
"2012/02/22","12:48","1.546","-","1.44"
"2012/02/22","12:54","1.519","-","1.406"
"2012/02/22","13:00","1.49","-","1.391"
"2012/02/22","13:06","1.46","-","1.357"
"2012/02/22","13:12","1.428","-","1.322"
"2012/02/22","13:18","1.394","-","1.296"
"2012/02/22","13:24","1.359","-","1.228"
"2012/02/22","13:30","1.322","-","1.206"
"2012/02/22","13:36","1.284","-","1.149"
"2012/02/22","13:42","1.245","-","1.132"
"2012/02/22","13:48","1.205","-","1.096"
"2012/02/22","13:54","1.163","-","1.077"
"2012/02/22","14:00","1.121","-","1.026"
"2012/02/22","14:06","1.078","-","0.978"
"2012/02/22","14:12","1.035","-","0.921"
"2012/02/22","14:18","0.991","-","0.865"
"2012/02/22","14:24","0.946","-","0.809"
"2012/02/22","14:30","0.902","-","0.756"
"2012/02/22","14:36","0.857","-","0.708"
"2012/02/22","14:42","0.813","-","0.652"
"2012/02/22","14:48","0.768","-","0.621"
"2012/02/22","14:54","0.724","-","0.584"
"2012/02/22","15:00","0.681","-","0.537"
"2012/02/22","15:06","0.638","-","0.476"
"2012/02/22","15:12","0.595","-","0.431"
"2012/02/22","15:18","0.554","-","0.393"
"2012/02/22","15:24","0.513","-","0.339"
"2012/02/22","15:30","0.474","-","0.318"
"2012/02/22","15:36","0.436","-","0.29"
"2012/02/22","15:42","0.399","-","0.239"
"2012/02/22","15:48","0.364","-","0.208"
"2012/02/22","15:54","0.33","-","0.195"
"2012/02/22","16:00","0.297","-","0.168"
"2012/02/22","16:06","0.267","-","0.144"
"2012/02/22","16:12","0.238","-","0.108"
"2012/02/22","16:18","0.21","-","0.081"
"2012/02/22","16:24","0.185","-","0.057"
"2012/02/22","16:30","0.161","-","0.029"
"2012/02/22","16:36","0.14","-","0.005"
"2012/02/22","16:42","0.12","-","-0.019"
"2012/02/22","16:48","0.102","-","-0.034"
"2012/02/22","16:54","0.087","-","-0.046"
"2012/02/22","17:00","0.073","-","-0.057"
"2012/02/22","17:06","0.061","-","-0.072"
"2012/02/22","17:12","0.051","-","-0.079"
"2012/02/22","17:18","0.043","-","-0.088"
"2012/02/22","17:24","0.038","-","-0.097"
"2012/02/22","17:30","0.034","-","-0.1"
"2012/02/22","17:36","0.032","-","-0.117"
"2012/02/22","17:42","0.032","-","-0.109"
"2012/02/22","17:48","0.034","-","-0.107"
"2012/02/22","17:54","0.037","-","-0.112"
"2012/02/22","18:00","0.043","-","-0.108"
"2012/02/22","18:06","0.05","-","-0.1"
"2012/02/22","18:12","0.06","-","-0.102"
"2012/02/22","18:18","0.071","-","-0.079"
"2012/02/22","18:24","0.083","-","-0.059"
"2012/02/22","18:30","0.098","-","-0.046"
"2012/02/22","18:36","0.114","-","-0.036"
"2012/02/22","18:42","0.132","-","-0.034"
"2012/02/22","18:48","0.151","-","0.008"
"2012/02/22","18:54","0.171","-","0.035"
"2012/02/22","19:00","0.193","-","0.069"
"2012/02/22","19:06","0.217","-","0.1"
"2012/02/22","19:12","0.242","-","0.112"
"2012/02/22","19:18","0.268","-","0.125"
"2012/02/22","19:24","0.295","-","0.157"
"2012/02/22","19:30","0.323","-","0.199"
"2012/02/22","19:36","0.353","-","0.238"
"2012/02/22","19:42","0.383","-","0.258"
"2012/02/22","19:48","0.414","-","0.278"
"2012/02/22","19:54","0.446","-","0.304"
"2012/02/22","20:00","0.479","-","0.339"
"2012/02/22","20:06","0.512","-","0.372"
"2012/02/22","20:12","0.546","-","0.409"
"2012/02/22","20:18","0.58","-","0.446"
"2012/02/22","20:24","0.615","-","0.482"
"2012/02/22","20:30","0.65","-","0.515"
"2012/02/22","20:36","0.686","-","0.535"
"2012/02/22","20:42","0.722","-","0.582"
"2012/02/22","20:48","0.758","-","0.627"
"2012/02/22","20:54","0.794","-","0.639"
"2012/02/22","21:00","0.83","-","0.684"
"2012/02/22","21:06","0.866","-","0.734"
"2012/02/22","21:12","0.902","-","0.756"
"2012/02/22","21:18","0.938","-","0.814"
"2012/02/22","21:24","0.973","-","0.832"
"2012/02/22","21:30","1.009","-","0.884"
"2012/02/22","21:36","1.044","-","0.898"
"2012/02/22","21:42","1.079","-","0.915"
"2012/02/22","21:48","1.113","-","0.954"
"2012/02/22","21:54","1.148","-","0.981"
"2012/02/22","22:00","1.181","-","0.999"
"2012/02/22","22:06","1.214","-","1.037"
"2012/02/22","22:12","1.247","-","1.096"
"2012/02/22","22:18","1.279","-","1.097"
"2012/02/22","22:24","1.31","-","1.167"
"2012/02/22","22:30","1.34","-","1.196"
"2012/02/22","22:36","1.37","-","1.225"
"2012/02/22","22:42","1.398","-","1.244"
"2012/02/22","22:48","1.426","-","1.253"
"2012/02/22","22:54","1.452","-","1.266"
"2012/02/22","23:00","1.477","-","1.309"
"2012/02/22","23:06","1.501","-","1.322"
"2012/02/22","23:12","1.523","-","1.361"
"2012/02/22","23:18","1.544","-","1.407"
"2012/02/22","23:24","1.564","-","1.398"
"2012/02/22","23:30","1.582","-","1.41"
"2012/02/22","23:36","1.598","-","1.432"
"2012/02/22","23:42","1.613","-","1.447"
"2012/02/22","23:48","1.626","-","1.477"
"2012/02/22","23:54","1.637","-","1.492"
"2012/02/23","00:00","1.646","-","1.476"
"2012/02/23","00:06","1.653","-","1.479"
"2012/02/23","00:12","1.658","-","1.49"
"2012/02/23","00:18","1.661","-","1.498"
"2012/02/23","00:24","1.662","-","1.516"
"2012/02/23","00:30","1.661","-","1.495"
"2012/02/23","00:36","1.658","-","1.493"
"2012/02/23","00:42","1.653","-","1.504"
"2012/02/23","00:48","1.646","-","1.495"
"2012/02/23","00:54","1.637","-","1.475"
"2012/02/23","01:00","1.626","-","1.476"
"2012/02/23","01:06","1.613","-","1.422"
"2012/02/23","01:12","1.598","-","1.418"
"2012/02/23","01:18","1.582","-","1.44"
"2012/02/23","01:24","1.563","-","1.399"
"2012/02/23","01:30","1.542","-","1.38"
"2012/02/23","01:36","1.52","-","1.376"
"2012/02/23","01:42","1.497","-","1.339"
"2012/02/23","01:48","1.471","-","1.321"
"2012/02/23","01:54","1.444","-","1.3"
"2012/02/23","02:00","1.416","-","1.284"
"2012/02/23","02:06","1.387","-","1.225"
"2012/02/23","02:12","1.356","-","1.208"
"2012/02/23","02:18","1.324","-","1.2"
"2012/02/23","02:24","1.291","-","1.165"
"2012/02/23","02:30","1.258","-","1.122"
"2012/02/23","02:36","1.223","-","1.09"
"2012/02/23","02:42","1.188","-","1.048"
"2012/02/23","02:48","1.152","-","1.033"
"2012/02/23","02:54","1.116","-","0.977"
"2012/02/23","03:00","1.08","-","0.965"
"2012/02/23","03:06","1.044","-","0.913"
"2012/02/23","03:12","1.007","-","0.873"
"2012/02/23","03:18","0.97","-","0.828"
"2012/02/23","03:24","0.934","-","0.767"
"2012/02/23","03:30","0.898","-","0.726"
"2012/02/23","03:36","0.863","-","0.7"
"2012/02/23","03:42","0.828","-","0.668"
"2012/02/23","03:48","0.794","-","0.631"
"2012/02/23","03:54","0.761","-","0.614"
"2012/02/23","04:00","0.728","-","0.594"
"2012/02/23","04:06","0.697","-","0.54"
"2012/02/23","04:12","0.667","-","0.51"
"2012/02/23","04:18","0.638","-","0.472"
"2012/02/23","04:24","0.61","-","0.434"
"2012/02/23","04:30","0.584","-","0.402"
"2012/02/23","04:36","0.559","-","0.384"
"2012/02/23","04:42","0.535","-","0.386"
"2012/02/23","04:48","0.513","-","0.351"
"2012/02/23","04:54","0.493","-","0.333"
"2012/02/23","05:00","0.474","-","0.314"
"2012/02/23","05:06","0.457","-","0.289"
"2012/02/23","05:12","0.442","-","0.278"
"2012/02/23","05:18","0.428","-","0.252"
"2012/02/23","05:24","0.416","-","0.256"
"2012/02/23","05:30","0.406","-","0.272"
"2012/02/23","05:36","0.397","-","0.251"
"2012/02/23","05:42","0.39","-","0.25"
"2012/02/23","05:48","0.385","-","0.246"
"2012/02/23","05:54","0.382","-","0.229"
"2012/02/23","06:00","0.38","-","0.238"
"2012/02/23","06:06","0.38","-","0.232"
"2012/02/23","06:12","0.382","-","0.257"
"2012/02/23","06:18","0.385","-","0.244"
"2012/02/23","06:24","0.39","-","0.243"
"2012/02/23","06:30","0.397","-","0.255"
"2012/02/23","06:36","0.405","-","0.267"
"2012/02/23","06:42","0.415","-","0.275"
"2012/02/23","06:48","0.426","-","0.286"
"2012/02/23","06:54","0.439","-","0.312"
"2012/02/23","07:00","0.453","-","0.339"
"2012/02/23","07:06","0.469","-","0.326"
"2012/02/23","07:12","0.486","-","0.348"
"2012/02/23","07:18","0.504","-","0.373"
"2012/02/23","07:24","0.524","-","0.4"
"2012/02/23","07:30","0.544","-","0.431"
"2012/02/23","07:36","0.566","-","0.459"
"2012/02/23","07:42","0.589","-","0.481"
"2012/02/23","07:48","0.613","-","0.505"
"2012/02/23","07:54","0.638","-","0.514"
"2012/02/23","08:00","0.664","-","0.542"
"2012/02/23","08:06","0.69","-","0.561"
"2012/02/23","08:12","0.717","-","0.609"
"2012/02/23","08:18","0.745","-","0.638"
"2012/02/23","08:24","0.773","-","0.656"
"2012/02/23","08:30","0.802","-","0.693"
"2012/02/23","08:36","0.832","-","0.723"
"2012/02/23","08:42","0.861","-","0.758"
"2012/02/23","08:48","0.891","-","0.776"
"2012/02/23","08:54","0.921","-","0.796"
"2012/02/23","09:00","0.951","-","0.845"
"2012/02/23","09:06","0.981","-","0.865"
"2012/02/23","09:12","1.011","-","0.923"
"2012/02/23","09:18","1.041","-","0.929"
"2012/02/23","09:24","1.071","-","0.985"
"2012/02/23","09:30","1.101","-","1.026"
"2012/02/23","09:36","1.13","-","1.027"
"2012/02/23","09:42","1.159","-","1.067"
"2012/02/23","09:48","1.187","-","1.078"
"2012/02/23","09:54","1.216","-","1.111"
"2012/02/23","10:00","1.243","-","1.113"
"2012/02/23","10:06","1.271","-","1.158"
"2012/02/23","10:12","1.297","-","1.191"
"2012/02/23","10:18","1.323","-","1.201"
"2012/02/23","10:24","1.348","-","1.25"
"2012/02/23","10:30","1.373","-","1.267"
"2012/02/23","10:36","1.396","-","1.279"
"2012/02/23","10:42","1.419","-","1.297"
"2012/02/23","10:48","1.441","-","1.328"
"2012/02/23","10:54","1.462","-","1.333"
"2012/02/23","11:00","1.482","-","1.347"
"2012/02/23","11:06","1.5","-","1.382"
"2012/02/23","11:12","1.518","-","1.414"
"2012/02/23","11:18","1.534","-","1.422"
"2012/02/23","11:24","1.549","-","1.436"
"2012/02/23","11:30","1.562","-","1.471"
"2012/02/23","11:36","1.574","-","1.48"
"2012/02/23","11:42","1.585","-","1.474"
"2012/02/23","11:48","1.594","-","1.492"
"2012/02/23","11:54","1.601","-","1.531"
"2012/02/23","12:00","1.606","-","1.522"
"2012/02/23","12:06","1.61","-","1.548"
"2012/02/23","12:12","1.612","-","1.527"
"2012/02/23","12:18","1.612","-","1.509"
"2012/02/23","12:24","1.61","-","1.515"
"2012/02/23","12:30","1.606","-","1.511"
"2012/02/23","12:36","1.6","-","1.517"
"2012/02/23","12:42","1.593","-","1.507"
"2012/02/23","12:48","1.583","-","1.513"
"2012/02/23","12:54","1.571","-","1.501"
"2012/02/23","13:00","1.558","-","1.483"
"2012/02/23","13:06","1.543","-","1.464"
"2012/02/23","13:12","1.525","-","1.436"
"2012/02/23","13:18","1.506","-","1.431"
"2012/02/23","13:24","1.485","-","1.41"
"2012/02/23","13:30","1.463","-","1.414"
"2012/02/23","13:36","1.438","-","1.385"
"2012/02/23","13:42","1.412","-","1.356"
"2012/02/23","13:48","1.385","-","1.339"
"2012/02/23","13:54","1.356","-","1.299"
"2012/02/23","14:00","1.325","-","1.249"
"2012/02/23","14:06","1.293","-","1.212"
"2012/02/23","14:12","1.26","-","1.18"
"2012/02/23","14:18","1.226","-","1.167"
"2012/02/23","14:24","1.191","-","1.117"
"2012/02/23","14:30","1.155","-","1.082"
"2012/02/23","14:36","1.118","-","1.052"
"2012/02/23","14:42","1.08","-","1.007"
"2012/02/23","14:48","1.042","-","0.966"
"2012/02/23","14:54","1.003","-","0.907"
"2012/02/23","15:00","0.964","-","0.872"
"2012/02/23","15:06","0.924","-","0.809"
"2012/02/23","15:12","0.885","-","0.8"
"2012/02/23","15:18","0.845","-","0.754"
"2012/02/23","15:24","0.805","-","0.704"
"2012/02/23","15:30","0.766","-","0.674"
"2012/02/23","15:36","0.727","-","0.629"
"2012/02/23","15:42","0.689","-","0.573"
"2012/02/23","15:48","0.651","-","0.525"
"2012/02/23","15:54","0.614","-","0.486"
"2012/02/23","16:00","0.577","-","0.454"
"2012/02/23","16:06","0.542","-","0.416"
"2012/02/23","16:12","0.508","-","0.376"
"2012/02/23","16:18","0.475","-","0.349"
"2012/02/23","16:24","0.443","-","0.309"
"2012/02/23","16:30","0.412","-","0.281"
"2012/02/23","16:36","0.383","-","0.268"
"2012/02/23","16:42","0.355","-","0.235"
"2012/02/23","16:48","0.329","-","0.22"
"2012/02/23","16:54","0.305","-","0.193"
"2012/02/23","17:00","0.282","-","0.183"
"2012/02/23","17:06","0.262","-","0.165"
"2012/02/23","17:12","0.242","-","0.134"
"2012/02/23","17:18","0.225","-","0.134"
"2012/02/23","17:24","0.21","-","0.128"
"2012/02/23","17:30","0.196","-","0.127"
"2012/02/23","17:36","0.184","-","0.095"
"2012/02/23","17:42","0.174","-","0.081"
"2012/02/23","17:48","0.166","-","0.068"
"2012/02/23","17:54","0.16","-","0.049"
"2012/02/23","18:00","0.156","-","0.042"
"2012/02/23","18:06","0.153","-","0.054"
"2012/02/23","18:12","0.152","-","0.044"
"2012/02/23","18:18","0.154","-","0.063"
"2012/02/23","18:24","0.157","-","0.062"
"2012/02/23","18:30","0.161","-","0.07"
"2012/02/23","18:36","0.168","-","0.075"
"2012/02/23","18:42","0.176","-","0.086"
"2012/02/23","18:48","0.186","-","0.087"
"2012/02/23","18:54","0.197","-","0.107"
"2012/02/23","19:00","0.21","-","0.128"
"2012/02/23","19:06","0.225","-","0.148"
"2012/02/23","19:12","0.241","-","0.174"
"2012/02/23","19:18","0.259","-","0.195"
"2012/02/23","19:24","0.278","-","0.197"
"2012/02/23","19:30","0.298","-","0.216"
"2012/02/23","19:36","0.32","-","0.226"
"2012/02/23","19:42","0.343","-","0.258"
"2012/02/23","19:48","0.368","-","0.286"
"2012/02/23","19:54","0.393","-","0.294"
"2012/02/23","20:00","0.42","-","0.312"
"2012/02/23","20:06","0.448","-","0.357"
"2012/02/23","20:12","0.476","-","0.392"
"2012/02/23","20:18","0.506","-","0.42"
"2012/02/23","20:24","0.536","-","0.453"
"2012/02/23","20:30","0.567","-","0.485"
"2012/02/23","20:36","0.599","-","0.503"
"2012/02/23","20:42","0.632","-","0.537"
"2012/02/23","20:48","0.665","-","0.571"
"2012/02/23","20:54","0.698","-","0.612"
"2012/02/23","21:00","0.732","-","0.637"
"2012/02/23","21:06","0.766","-","0.669"
"2012/02/23","21:12","0.8","-","0.717"
"2012/02/23","21:18","0.835","-","0.744"
"2012/02/23","21:24","0.869","-","0.777"
"2012/02/23","21:30","0.903","-","0.815"
"2012/02/23","21:36","0.938","-","0.833"
"2012/02/23","21:42","0.972","-","0.883"
"2012/02/23","21:48","1.006","-","0.913"
"2012/02/23","21:54","1.04","-","0.946"
"2012/02/23","22:00","1.074","-","0.99"
"2012/02/23","22:06","1.107","-","1.015"
"2012/02/23","22:12","1.14","-","1.037"
"2012/02/23","22:18","1.172","-","1.05"
"2012/02/23","22:24","1.204","-","1.107"
"2012/02/23","22:30","1.235","-","1.142"
"2012/02/23","22:36","1.266","-","1.197"
"2012/02/23","22:42","1.296","-","1.223"
"2012/02/23","22:48","1.325","-","1.222"
"2012/02/23","22:54","1.354","-","1.28"
"2012/02/23","23:00","1.381","-","1.273"
"2012/02/23","23:06","1.408","-","1.296"
"2012/02/23","23:12","1.434","-","1.309"
"2012/02/23","23:18","1.459","-","1.347"
"2012/02/23","23:24","1.483","-","1.378"
"2012/02/23","23:30","1.505","-","1.404"
"2012/02/23","23:36","1.527","-","1.425"
"2012/02/23","23:42","1.547","-","1.424"
"2012/02/23","23:48","1.566","-","1.447"
"2012/02/23","23:54","1.583","-","1.489"
"2012/02/24","00:00","1.599","-","1.503"
"2012/02/24","00:06","1.614","-","1.512"
"2012/02/24","00:12","1.627","-","1.539"
"2012/02/24","00:18","1.638","-","1.552"
"2012/02/24","00:24","1.647","-","1.561"
"2012/02/24","00:30","1.655","-","1.583"
"2012/02/24","00:36","1.661","-","1.573"
"2012/02/24","00:42","1.665","-","1.586"
"2012/02/24","00:48","1.667","-","1.58"
"2012/02/24","00:54","1.668","-","1.588"
"2012/02/24","01:00","1.666","-","1.592"
"2012/02/24","01:06","1.663","-","1.597"
"2012/02/24","01:12","1.657","-","1.572"
"2012/02/24","01:18","1.65","-","1.552"
"2012/02/24","01:24","1.64","-","1.538"
"2012/02/24","01:30","1.629","-","1.527"
"2012/02/24","01:36","1.616","-","1.515"
"2012/02/24","01:42","1.601","-","1.506"
"2012/02/24","01:48","1.584","-","1.498"
"2012/02/24","01:54","1.566","-","1.487"
"2012/02/24","02:00","1.545","-","1.445"
